time,sex,age,geo,isced97,day,day_flag,mth,mth_flag,week,week_flag,lt1m,lt1m_flag,nvr_occ,nvr_occ_flag,nbinge,nbinge_flag,serialid
2008,Males,From 45 to 54 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,5.2,,5.5,,23.8,,31.6,,33.6,,575
2008,Males,From 45 to 54 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.1,,1.8,,0.4,,15.8,,31.5,,48.3,,576
2008,Males,From 45 to 54 years,Greece,First and second stage of tertiary education (levels 5 and 6),1.2,,0.9,,2.8,,14.9,,30.6,,49.6,,577
2008,Males,From 45 to 54 years,Greece,All ISCED 1997 levels,1.2,,2.6,,3.0,,18.0,,31.2,,44.1,,578
2008,Males,From 45 to 54 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",1.5,,2.2,,3.2,,7.9,,38.8,,46.4,,579
2008,Males,From 45 to 54 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.0,,1.7,,1.9,,8.3,,33.5,,53.6,,580
2008,Males,From 45 to 54 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.5,,3.1,,0.8,,10.2,,32.9,,52.6,,581
2008,Males,From 45 to 54 years,Spain,All ISCED 1997 levels,1.1,,2.3,,2.2,,8.6,,36.0,,49.8,,582
2008,Males,From 45 to 54 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",3.8,,4.6,,6.7,,12.6,,45.3,,27.1,,583
2008,Males,From 45 to 54 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.4,,7.6,,21.8,,39.6,,25.7,,584
2008,Males,From 45 to 54 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,4.1,,2.9,,17.2,,31.3,,44.5,,585
2008,Males,From 45 to 54 years,Hungary,All ISCED 1997 levels,0.5,,5.0,,6.6,,19.8,,38.7,,29.4,,586
2008,Males,From 45 to 54 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.3,,20.4,,16.6,,8.4,,41.2,,12.1,,587
2008,Males,From 45 to 54 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.6,,16.2,,8.0,,14.7,,50.5,,7.9,,588
2008,Males,From 45 to 54 years,Latvia,First and second stage of tertiary education (levels 5 and 6),,,13.7,,9.5,,12.3,,46.0,,18.7,,589
2008,Males,From 45 to 54 years,Latvia,All ISCED 1997 levels,1.8,,16.4,,9.9,,13.0,,47.8,,11.0,,590
2008,Males,From 45 to 54 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",2.3,,2.3,,5.6,,13.5,,57.3,,19.1,,591
2008,Males,From 45 to 54 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.7,,5.7,,8.0,,21.0,,41.5,,22.2,,592
2008,Males,From 45 to 54 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,5.0,Low reliability,5.0,Low reliability,25.0,Low reliability,30.0,Low reliability,35.0,Low reliability,593
2008,Males,From 45 to 54 years,Malta,All ISCED 1997 levels,1.6,,4.6,,6.9,,19.3,,44.6,,23.0,,594
2008,Males,From 45 to 54 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",3.2,,13.8,,11.4,,28.2,,34.6,,8.8,,595
2008,Males,From 45 to 54 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.2,,11.3,,4.8,,30.3,,36.0,,16.3,,596
2008,Males,From 45 to 54 years,Romania,First and second stage of tertiary education (levels 5 and 6),0.5,,5.3,,2.8,,24.0,,51.8,,15.8,,597
2008,Males,From 45 to 54 years,Romania,All ISCED 1997 levels,1.5,,11.1,,5.6,,29.3,,37.5,,15.1,,598
2008,Males,From 45 to 54 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,13.0,,1.0,,25.3,,40.9,,19.8,,599
2008,Males,From 45 to 54 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,19.7,,,,28.9,,38.8,,12.6,,600
2008,Males,From 45 to 54 years,Slovenia,All ISCED 1997 levels,,,16.1,,0.6,,26.3,,39.1,,17.9,,601
2008,Males,From 45 to 54 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.3,,9.4,,4.3,,31.1,,38.9,,16.1,,602
2008,Males,From 45 to 54 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,7.8,,3.5,,22.2,,41.2,,25.4,,603
2008,Males,From 45 to 54 years,Slovakia,All ISCED 1997 levels,0.2,,9.4,,4.4,,28.4,,39.8,,17.8,,604
2008,Males,From 55 to 64 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",3.8,,12.6,,13.6,,15.2,,31.0,,23.9,,605
2008,Males,From 55 to 64 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.6,,11.8,,7.0,,15.7,,34.7,,28.1,,606
2008,Males,From 55 to 64 years,Belgium,First and second stage of tertiary education (levels 5 and 6),3.5,,11.4,,10.9,,27.6,,8.8,,37.8,,607
2008,Males,From 55 to 64 years,Belgium,All ISCED 1997 levels,3.4,,12.0,,10.9,,19.4,,24.7,,29.6,,608
2008,Males,From 55 to 64 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",1.2,,6.9,,2.3,,16.7,,43.8,,29.2,,609
2008,Males,From 55 to 64 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,7.3,,1.2,,24.3,,36.0,,30.9,,610
2008,Males,From 55 to 64 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),1.3,,4.3,,,,13.9,,47.0,,33.6,,611
2008,Males,From 55 to 64 years,Bulgaria,All ISCED 1997 levels,0.8,,6.7,,1.4,,20.2,,40.2,,30.8,,612
2008,Males,From 55 to 64 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,0.7,,1.7,,7.7,,42.0,,47.9,,613
2008,Males,From 55 to 64 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.0,,1.3,,12.4,,37.0,,48.3,,614
2008,Males,From 55 to 64 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,1.9,,0.8,,13.0,,32.7,,51.6,,615
2008,Males,From 55 to 64 years,Cyprus,All ISCED 1997 levels,,,1.0,,1.5,,10.1,,38.8,,48.7,,616
2008,Males,From 55 to 64 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3.2,,13.6,,10.4,,22.8,,30.1,,20.1,,617
2008,Males,From 55 to 64 years,Czech Republic,First and second stage of tertiary education (levels 5 and 6),,,18.8,Low reliability,,,32.7,Low reliability,26.8,Low reliability,21.7,Low reliability,618
2008,Males,From 55 to 64 years,Czech Republic,All ISCED 1997 levels,3.4,,14.8,,9.1,,24.2,,28.3,,20.1,,619
2008,Males,From 55 to 64 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",1.3,,3.4,,0.7,,13.6,,38.2,,42.8,,620
2008,Males,From 55 to 64 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.5,,1.0,,3.0,,6.9,,33.7,,53.0,,621
2008,Males,From 55 to 64 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,1.9,,,,18.1,,29.7,,50.3,,622
2008,Males,From 55 to 64 years,Greece,All ISCED 1997 levels,1.3,,2.4,,1.1,,12.9,,35.0,,47.3,,623
2008,Males,From 55 to 64 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",1.2,,1.0,,1.7,,4.6,,40.6,,50.9,,624
2008,Males,From 55 to 64 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.7,,,,1.3,,4.7,,34.1,,57.4,,625
2008,Total,From 75 to 84 years,Greece,All ISCED 1997 levels,0.3,,0.9,,,,3.8,,68.5,,26.5,,626
2008,Males,From 55 to 64 years,Spain,First and second stage of tertiary education (levels 5 and 6),1.0,,1.1,,1.7,,3.9,,31.5,,60.8,,627
2008,Males,From 55 to 64 years,Spain,All ISCED 1997 levels,1.4,,0.9,,1.6,,4.5,,37.4,,54.3,,628
2008,Males,From 55 to 64 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",1.8,,5.0,,10.7,,12.7,,35.6,,34.2,,629
2008,Males,From 55 to 64 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.7,,3.6,,9.0,,13.5,,33.4,,39.7,,630
2008,Males,From 55 to 64 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,7.5,,3.2,,11.9,,21.7,,55.7,,631
2008,Males,From 55 to 64 years,Hungary,All ISCED 1997 levels,0.7,,4.5,,8.2,,13.1,,31.6,,41.8,,632
2008,Males,From 55 to 64 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",3.9,,16.0,,16.7,,13.5,,41.7,,8.3,,633
2008,Males,From 55 to 64 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.4,,12.1,,8.3,,15.0,,50.9,,13.3,,634
2008,Males,From 55 to 64 years,Latvia,First and second stage of tertiary education (levels 5 and 6),1.8,,9.5,,3.3,,10.8,,53.2,,21.4,,635
2008,Males,From 55 to 64 years,Latvia,All ISCED 1997 levels,1.7,,12.9,,10.1,,13.9,,48.4,,13.1,,636
2008,Males,From 55 to 64 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,6.0,,4.6,,13.9,,56.3,,18.5,,637
2008,Males,From 55 to 64 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.9,,3.6,,7.2,,9.9,,53.2,,25.2,,638
2008,Males,From 55 to 64 years,Malta,First and second stage of tertiary education (levels 5 and 6),3.5,Low reliability,6.9,Low reliability,3.5,Low reliability,17.2,Low reliability,20.7,Low reliability,48.3,Low reliability,639
2008,Males,From 55 to 64 years,Malta,All ISCED 1997 levels,1.0,,5.2,,5.5,,12.7,,51.6,,24.1,,640
2008,Males,From 55 to 64 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,10.6,,5.8,,23.8,,44.1,,14.5,,641
2008,Males,From 55 to 64 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.4,,8.5,,5.0,,25.5,,44.3,,15.4,,642
2008,Males,From 55 to 64 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,5.7,,1.8,,16.1,,46.0,,30.5,,643
2008,Males,From 55 to 64 years,Romania,All ISCED 1997 levels,1.2,,8.8,,4.9,,24.1,,44.4,,16.5,,644
2008,Males,From 55 to 64 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",3.3,,7.9,,4.7,,17.4,,48.0,,18.6,,645
2008,Males,From 55 to 64 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4.0,,11.3,,,,23.4,,28.8,,32.4,,646
2008,Males,From 55 to 64 years,Slovenia,All ISCED 1997 levels,3.4,,9.0,,2.8,,20.2,,41.1,,23.6,,647
2008,Males,From 55 to 64 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,14.5,Low reliability,4.4,Low reliability,9.5,Low reliability,50.7,Low reliability,20.9,Low reliability,648
2008,Males,From 55 to 64 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.3,,9.3,,3.3,,28.3,,38.6,,19.3,,649
2008,Males,From 55 to 64 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,6.2,,7.0,,25.8,,42.3,,18.7,,650
2008,Males,From 55 to 64 years,Slovakia,All ISCED 1997 levels,1.0,,9.1,,4.0,,26.5,,40.0,,19.3,,651
2008,Males,From 65 to 74 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",1.8,Low reliability,4.7,Low reliability,6.3,Low reliability,17.5,Low reliability,36.6,Low reliability,33.1,Low reliability,652
2008,Males,From 65 to 74 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.3,,10.2,,9.7,,10.3,,19.8,,47.8,,653
2008,Males,From 65 to 74 years,Belgium,First and second stage of tertiary education (levels 5 and 6),,,4.8,,1.7,,11.3,,24.1,,58.1,,654
2008,Males,From 65 to 74 years,Belgium,All ISCED 1997 levels,1.6,,6.4,,6.5,,14.1,,29.2,,42.3,,655
2008,Males,From 65 to 74 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,2.5,,,,8.1,,57.0,,31.4,,656
2008,Males,From 65 to 74 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,5.0,,1.4,,8.8,,52.2,,31.9,,657
2008,Males,From 65 to 74 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,2.8,,,,6.5,,61.1,,29.6,,658
2008,Males,From 65 to 74 years,Bulgaria,All ISCED 1997 levels,0.8,,3.5,,0.5,,8.1,,55.9,,31.3,,659
2008,Males,From 65 to 74 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.5,,0.5,,7.5,,48.4,,42.1,,660
2008,Males,From 65 to 74 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.0,,,,6.9,,39.9,,52.2,,661
2008,Males,From 65 to 74 years,Cyprus,First and second stage of tertiary education (levels 5 and 6),,,11.0,Low reliability,,,2.3,Low reliability,45.6,Low reliability,41.1,Low reliability,662
2008,Males,From 65 to 74 years,Cyprus,All ISCED 1997 levels,,,2.9,,0.3,,6.6,,45.9,,44.4,,663
2008,Males,From 65 to 74 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),9.4,,4.7,,3.4,,16.9,,37.4,,28.2,,664
2008,Males,From 65 to 74 years,Czech Republic,All ISCED 1997 levels,7.2,,5.8,,2.7,,16.9,,39.5,,28.0,,665
2008,Males,From 65 to 74 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,0.7,,,,9.9,,42.0,,46.5,,666
2008,Males,From 65 to 74 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.7,Low reliability,,,11.4,Low reliability,49.8,Low reliability,35.1,Low reliability,667
2008,Males,From 65 to 74 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,1.3,,,,6.8,,29.0,,62.9,,668
2008,Males,From 65 to 74 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,0.3,,0.2,,1.8,,45.3,,51.8,,669
2008,Males,From 65 to 74 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.1,,,,,,2.4,,46.0,,50.6,,670
2008,Males,From 65 to 74 years,Spain,First and second stage of tertiary education (levels 5 and 6),0.7,,1.5,,1.0,,5.0,,37.4,,54.5,,671
2008,Males,From 65 to 74 years,Spain,All ISCED 1997 levels,0.8,,0.4,,0.3,,2.3,,44.3,,52.0,,672
2008,Males,From 65 to 74 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",1.8,,2.0,,7.0,,12.6,,40.5,,36.1,,673
2008,Males,From 65 to 74 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.6,,1.9,,5.2,,5.7,,40.6,,46.0,,674
2008,Males,From 65 to 74 years,Hungary,First and second stage of tertiary education (levels 5 and 6),2.8,Low reliability,5.5,Low reliability,,,7.0,Low reliability,20.9,Low reliability,63.8,Low reliability,675
2008,Males,From 65 to 74 years,Hungary,All ISCED 1997 levels,1.4,,2.5,,5.0,,8.4,,37.4,,45.3,,676
2008,Males,From 65 to 74 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",1.1,,11.9,,3.7,,3.8,,71.9,,7.7,,677
2008,Males,From 65 to 74 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,7.8,,2.8,,10.8,,68.7,,9.2,,678
2008,Males,From 65 to 74 years,Latvia,First and second stage of tertiary education (levels 5 and 6),2.1,Low reliability,4.4,Low reliability,4.9,Low reliability,4.8,Low reliability,69.9,Low reliability,13.9,Low reliability,679
2008,Males,From 65 to 74 years,Latvia,All ISCED 1997 levels,1.1,,9.2,,3.5,,6.8,,70.3,,9.2,,680
2008,Males,From 65 to 74 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",4.0,,2.0,,1.0,,9.9,,66.3,,16.8,,681
2008,Males,From 65 to 74 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,3.9,,5.8,,7.7,,53.9,,28.9,,682
2008,Males,From 65 to 74 years,Malta,First and second stage of tertiary education (levels 5 and 6),,,5.3,Low reliability,,,5.3,Low reliability,57.9,Low reliability,31.6,Low reliability,683
2008,Males,From 65 to 74 years,Malta,All ISCED 1997 levels,2.3,,2.9,,2.3,,8.7,,61.6,,22.1,,684
2008,Males,From 65 to 74 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",1.9,,7.0,,3.8,,21.0,,45.9,,20.4,,685
2008,Males,From 65 to 74 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1.4,,4.5,,3.1,,22.3,,51.2,,17.5,,686
2008,Males,From 65 to 74 years,Romania,First and second stage of tertiary education (levels 5 and 6),1.4,,1.0,,1.1,,13.6,,58.6,,24.5,,687
2008,Males,From 65 to 74 years,Romania,All ISCED 1997 levels,1.7,,5.5,,3.3,,21.0,,49.1,,19.5,,688
2008,Males,From 65 to 74 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.3,,3.9,,15.9,,38.0,,38.8,,689
2008,Males,From 65 to 74 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,15.2,Low reliability,1.7,Low reliability,22.6,Low reliability,42.1,Low reliability,18.4,Low reliability,690
2008,Males,From 65 to 74 years,Slovenia,All ISCED 1997 levels,,,7.7,,2.9,,18.7,,41.0,,29.8,,691
2008,Males,From 65 to 74 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.6,Low reliability,3.5,Low reliability,24.4,Low reliability,48.9,Low reliability,19.6,Low reliability,692
2008,Males,From 65 to 74 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.9,,1.6,,4.5,,20.2,,50.8,,20.1,,693
2008,Males,From 65 to 74 years,Slovakia,First and second stage of tertiary education (levels 5 and 6),,,,,,,13.6,Low reliability,76.6,Low reliability,9.9,Low reliability,694
2008,Males,From 65 to 74 years,Slovakia,All ISCED 1997 levels,1.9,,1.6,,3.5,,19.6,,55.1,,18.2,,695
2008,Males,From 75 to 84 years,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",0.5,Low reliability,1.6,Low reliability,2.3,Low reliability,8.4,Low reliability,41.9,Low reliability,45.4,Low reliability,696
2008,Males,From 75 to 84 years,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.6,,5.4,,10.2,,26.2,,56.7,,697
2008,Males,From 75 to 84 years,Belgium,First and second stage of tertiary education (levels 5 and 6),1.0,,3.5,,7.2,,11.4,,19.0,,57.8,,698
2008,Males,From 75 to 84 years,Belgium,All ISCED 1997 levels,0.5,Low reliability,2.0,Low reliability,3.9,Low reliability,9.3,Low reliability,34.1,Low reliability,50.2,Low reliability,699
2008,Males,From 75 to 84 years,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.7,,1.6,,10.1,,60.8,,25.8,,700
2008,Males,From 75 to 84 years,Bulgaria,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.9,,1.9,,4.1,,53.5,,38.6,,701
2008,Males,From 75 to 84 years,Bulgaria,First and second stage of tertiary education (levels 5 and 6),,,3.4,Low reliability,,,3.4,Low reliability,73.3,Low reliability,20.0,Low reliability,702
2008,Males,From 75 to 84 years,Bulgaria,All ISCED 1997 levels,,,2.1,,1.4,,7.5,,60.9,,28.1,,703
2008,Males,From 75 to 84 years,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",0.7,,,,,,1.7,,61.2,,36.5,,704
2008,Males,From 75 to 84 years,Cyprus,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,,,46.9,Low reliability,53.1,Low reliability,705
2008,Males,From 75 to 84 years,Cyprus,All ISCED 1997 levels,0.5,,,,,,1.2,,55.8,,42.6,,706
2008,Males,From 75 to 84 years,Czech Republic,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2.1,Low reliability,,,,,23.1,Low reliability,47.7,Low reliability,27.1,Low reliability,707
2008,Males,From 75 to 84 years,Czech Republic,All ISCED 1997 levels,1.2,,3.3,,,,14.1,,46.0,,35.5,,708
2008,Males,From 75 to 84 years,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",0.9,,2.8,,,,9.5,,45.9,,41.0,,709
2008,Males,From 75 to 84 years,Greece,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,2.6,Low reliability,54.8,Low reliability,42.7,Low reliability,710
2008,Males,From 75 to 84 years,Greece,First and second stage of tertiary education (levels 5 and 6),,,,,,,5.2,Low reliability,40.8,Low reliability,54.0,Low reliability,711
2008,Males,From 75 to 84 years,Greece,All ISCED 1997 levels,0.7,,2.1,,,,8.1,,46.5,,42.6,,712
2008,Males,From 75 to 84 years,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",0.3,,,,0.4,,0.9,,54.7,,43.7,,713
2008,Males,From 75 to 84 years,Spain,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,1.2,,,,44.1,,54.7,,714
2008,Males,From 75 to 84 years,Spain,First and second stage of tertiary education (levels 5 and 6),1.2,,3.6,,,,1.1,,38.9,,55.3,,715
2008,Males,From 75 to 84 years,Spain,All ISCED 1997 levels,0.4,,0.3,,0.4,,0.9,,52.5,,45.5,,716
2008,Males,From 75 to 84 years,Hungary,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.5,Low reliability,2.1,Low reliability,2.1,Low reliability,47.8,Low reliability,46.5,Low reliability,717
2008,Males,From 75 to 84 years,Hungary,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,5.3,,4.2,,11.1,,40.5,,38.9,,718
2008,Males,From 75 to 84 years,Hungary,First and second stage of tertiary education (levels 5 and 6),,,,,4.4,Low reliability,4.4,Low reliability,83.4,Low reliability,7.8,Low reliability,719
2008,Males,From 75 to 84 years,Hungary,All ISCED 1997 levels,,,2.8,,3.4,,6.4,,51.9,,35.4,,720
2008,Males,From 75 to 84 years,Latvia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.6,,4.4,,2.8,,87.0,,3.2,,721
2008,Males,From 75 to 84 years,Latvia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,6.8,Low reliability,2.1,Low reliability,3.5,Low reliability,78.0,Low reliability,9.7,Low reliability,722
2008,Males,From 75 to 84 years,Latvia,All ISCED 1997 levels,,,4.7,,3.1,,2.6,,82.8,,6.8,,723
2008,Males,From 75 to 84 years,Malta,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,1.7,,78.3,,20.0,,724
2008,Males,From 75 to 84 years,Malta,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,,,,,10.0,Low reliability,50.0,Low reliability,40.0,Low reliability,725
2008,Males,From 75 to 84 years,Malta,All ISCED 1997 levels,,,1.1,,,,5.6,,69.7,,23.6,,726
2008,Males,From 75 to 84 years,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,4.1,,2.6,,16.5,,60.3,,16.4,,727
2008,Males,From 75 to 84 years,Romania,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.9,,0.8,,11.4,,71.3,,13.6,,728
2008,Males,From 75 to 84 years,Romania,First and second stage of tertiary education (levels 5 and 6),,,,,,,7.5,Low reliability,80.5,Low reliability,12.1,Low reliability,729
2008,Males,From 75 to 84 years,Romania,All ISCED 1997 levels,,,3.5,,2.0,,14.6,,64.6,,15.4,,730
2008,Males,From 75 to 84 years,Slovenia,"Pre-primary, primary and lower secondary education (levels 0-2)",2.6,Low reliability,,,5.2,Low reliability,8.0,Low reliability,44.6,Low reliability,39.6,Low reliability,731
2008,Males,From 75 to 84 years,Slovenia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,4.8,Low reliability,,,7.8,Low reliability,37.8,Low reliability,49.7,Low reliability,732
2008,Males,From 75 to 84 years,Slovenia,All ISCED 1997 levels,1.5,,1.6,,4.7,,7.3,,38.8,,46.0,,733
2008,Males,From 75 to 84 years,Slovakia,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,3.8,Low reliability,7.0,Low reliability,69.1,Low reliability,20.1,Low reliability,734
2008,Males,From 75 to 84 years,Slovakia,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,2.1,Low reliability,,,11.8,Low reliability,61.7,Low reliability,24.4,Low reliability,735
2008,Males,From 75 to 84 years,Slovakia,All ISCED 1997 levels,,,1.0,,1.4,,11.1,,58.1,,28.4,,736
2008,Males,85 years or over,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",,,1.2,Low reliability,0.6,Low reliability,7.3,Low reliability,51.3,Low reliability,39.6,Low reliability,737
2008,Males,85 years or over,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),,,1.3,Low reliability,4.8,Low reliability,5.8,Low reliability,31.6,Low reliability,56.5,Low reliability,738
2008,Males,85 years or over,Belgium,First and second stage of tertiary education (levels 5 and 6),,,,,,,12.0,Low reliability,26.5,Low reliability,61.5,Low reliability,739
2008,Males,85 years or over,Belgium,All ISCED 1997 levels,,,1.0,Low reliability,1.4,Low reliability,8.0,Low reliability,41.9,Low reliability,47.8,Low reliability,740
2008,Males,85 years or over,Bulgaria,"Pre-primary, primary and lower secondary education (levels 0-2)",,,3.7,Low reliability,,,3.7,Low reliability,66.7,Low reliability,25.9,Low reliability,741
2008,Males,85 years or over,Bulgaria,All ISCED 1997 levels,,,2.8,Low reliability,,,2.8,Low reliability,61.2,Low reliability,33.3,Low reliability,742
2008,Males,85 years or over,Cyprus,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,4.0,Low reliability,,,72.9,Low reliability,23.2,Low reliability,743
2008,Males,85 years or over,Cyprus,All ISCED 1997 levels,,,,,3.3,Low reliability,,,67.4,Low reliability,29.3,Low reliability,744
2008,Males,85 years or over,Greece,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,4.2,Low reliability,71.5,Low reliability,24.3,Low reliability,745
2008,Males,85 years or over,Greece,All ISCED 1997 levels,,,,,,,3.6,,70.5,,25.9,,746
2008,Males,85 years or over,Spain,"Pre-primary, primary and lower secondary education (levels 0-2)",,,,,,,0.6,Low reliability,65.6,Low reliability,33.8,Low reliability,747
2008,Males,85 years or over,Spain,All ISCED 1997 levels,,,,,,,1.7,Low reliability,62.8,Low reliability,35.5,Low reliability,748
2008,Males,85 years or over,Hungary,All ISCED 1997 levels,,,,,,,3.6,Low reliability,67.9,Low reliability,28.6,Low reliability,749
2008,Males,85 years or over,Malta,All ISCED 1997 levels,,,,,,,,,80.0,Low reliability,20.0,Low reliability,750
2008,Males,85 years or over,Romania,"Pre-primary, primary and lower secondary education (levels 0-2)",,,2.0,,,,2.9,,81.3,,13.8,,751
2008,Males,85 years or over,Romania,All ISCED 1997 levels,,,1.5,,,,3.8,,84.1,,10.6,,752
2008,Total,Total,Belgium,"Pre-primary, primary and lower secondary education (levels 0-2)",1.7,Low reliability,6.7,Low reliability,6.6,Low reliability,11.1,Low reliability,49.4,Low reliability,24.5,Low reliability,753
2008,Total,Total,Belgium,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),0.8,,9.7,,7.5,,16.9,,40.4,,24.6,,754
2008,Total,Total,Belgium,First and second stage of tertiary education (levels 5 and 6),0.9,,11.8,,5.5,,20.6,,28.5,,32.6,,755
